X;Y;facility_id;facility_name;facility_other_names;sub_site_name;sub_site_other_names;facility_type;primary_commodity;commodities_products;facility_equipment;production_start;production_end;activity_status;activity_status_year;surface_area_sq_km;concession_area_sq_km;country;GID_0;GID_1;GID_2;GID_3;GID_4;source_id;comment;;;;;
-80.83219531;-6.01218405;COM00107.00;Bayovar;;;;Mine;Other mine;Phosphate;Open pit;;;;;;;Peru;PER;PER.21_1;PER.21.6_1;PER.21.6.5_1;;det_1161;;;;;;
32.01835131;-28.78082628;COM00108.00;Bayside;;;;Smelter;Processing;Aluminium;;;;;;;;South Africa;ZAF;ZAF.4_1;ZAF.4.10_1;ZAF.4.10.5_1;ZAF.4.10.5.12_1;det_1136;;;;;;
-87.27324222;38.9967441;COM00109.00;Bear Run;;;;Mine;Coal;Thermal coal;Surface;2010;;;;;;United States of America;USA;USA.15_1;USA.15.78_1;;;det_1390;;;;;;
26.7844396;-28.25848277;COM00110.00;Beatrix;;;;Mine;Gold;Gold;Underground, Open pit;1983;;;;;;South Africa;ZAF;ZAF.2_1;ZAF.2.2_1;ZAF.2.2.1_1;ZAF.2.2.1.7_1;det_1092;;;;;;
-73.89264362;45.30906987;COM00111.00;Beauharnois;;;;Smelter;Processing;Aluminium;;;2009;;;;;Canada;CAN;CAN.11_1;CAN.11.10_1;CAN.11.10.4_1;;det_1068;;;;;;
-72.38815665;46.38244618;COM00112.00;Becancour;;;;Smelter;Processing;Aluminium slab, Billet, T-foundry, Remelt, Molten metal;;1986;;;;;;Canada;CAN;CAN.11_1;CAN.11.11_1;CAN.11.11.1_1;;det_1065;;;;;;
-81.26349399;37.77928746;COM00113.00;Beckley;;;;Mine;Coal;Metallurgical coal;Underground;2007;;;;;;United States of America;USA;USA.49_1;USA.49.41_1;;;det_1400;;;;;;
23.00634093;-28.2845369;COM00114.00;Beeshoek;;;;Mine;Iron;Iron;Open pit;;;;;;;South Africa;ZAF;ZAF.8_1;ZAF.8.5_1;ZAF.8.5.6_1;ZAF.8.5.6.6_1;det_1265;;;;;;
116.899147;35.35229174;COM00115.00;Beisu;;;;Mine;Coal;Thermal coal;Underground;1976;;;;;;China;CHN;CHN.23_1;CHN.23.16_1;CHN.23.16.3_1;;det_1490;;;;;;
29.98872284;-25.83395821;COM00116.00;Belfast;;;;Mine;Coal;Thermal coal;Open cut;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.3_1;ZAF.6.3.2_1;ZAF.6.3.2.8_1;det_1549;;;;;;
146.8708213;-41.12830103;COM00117.00;Bell Bay;;;;Smelter;Processing;Aluminium slab, molten metal, small form and t-foundry, remelt;;1955;;;;;;Australia;AUS;AUS.9_1;AUS.9.12_1;;;det_1065;;;;;;
82.49711215;50.1291016;COM00119.00;Belousovsky;;;;Mine;Copper;Copper, Zinc, Gold, Silver;;;2012;;;;;Kazakhstan;KAZ;KAZ.5_1;KAZ.5.5_1;;;det_1120;in 2012, mining activities were discontinued. However, the concentrator was still in use up to the year 2019 and processed ore from other mines in KAZ Minerals East region. In 2019, the site was completely closed.;;;;;
151.1101482;-32.70841311;COM00120.00;Beltana;;;;Mine;Coal;Coal;;;;;;;;Australia;AUS;AUS.5_1;AUS.5.118_1;;;det_1180;;;;;;
5.905342053;49.52954656;COM00121.00;Belval and Differdange steel plant;;;;Smelter, Refinery;Processing;Steel, steel sheet piles, railroad rails, heavy angles;Electric arc furnace, continuous slab casters, long section rolling mills, sheet piles rolling mill;;;;;;;Luxembourg;LUX;LUX.3_1;LUX.3.2_1;LUX.3.2.2_1;LUX.3.2.2.1_1;det_1221;;;;;;
33.6608853;-16.15128147;COM00123.00;Benga;;;;Mine;Coal;Thermal coal, Hard coking coal;;2012;;;;;;Mozambique;MOZ;MOZ.10_1;MOZ.10.9_1;MOZ.10.9.2_1;;det_1066;;;;;;
150.8041932;-32.28986477;COM00124.00;Bengalla;;;;Mine;Coal;Thermal coal, Coal;;;;;;;;Australia;AUS;AUS.5_1;AUS.5.95_1;;;det_1065;;;;;;
86.24304941;55.60102327;COM00125.00;Berezovskaya;;;;Mine;Coal;Metallurgical coal;;1958;;;;;;Russian Federation;RUS;RUS.27_1;RUS.27.10_1;RUS.27.10.1_1;;det_1220;Coordinates are approximate;;;;;
86.79746112;53.72957619;COM00126.00;Berezovskiy;;;;Mine;Coal;Coking coal;Open pit;;;;;;;Russian Federation;RUS;RUS.27_1;RUS.27.24_1;RUS.27.24.1_1;;det_1561;;;;;;
12.85078372;55.86318905;COM00127.00;Bergsöe;;;;Smelter;Processing;Lead, Lead alloys;;;;;;;;Sweden;SWE;SWE.13_1;SWE.13.16_1;;;det_1124;;;;;;
-101.838752;47.19806155;COM00128.00;Beulah;;;;Mine;Coal;Lignite;;1963;;;;;;United States of America;USA;USA.35_1;USA.35.29_1;;;det_1427;;;;;;
86.22105632;23.78070101;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
86.18650138;23.78959847;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
86.27885063;23.8011784;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
86.32901635;23.79604724;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
86.35264;23.7910885;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
86.39687443;23.78469033;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
86.36303545;23.75406671;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
86.35009424;23.74288172;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
86.41682629;23.76300432;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
86.44150049;23.73128739;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
86.41161085;23.68236149;COM00129.00;Bharat Coking Coal Limited;BCCL;;;Mine;Coal;Coking coal, Thermal coal;Open pit, Underground;;;;;;;India;IND;IND.15_1;IND.15.4_1;IND.15.4.1_1 ;;;;;;;;
-2.325679333;6.464844887;COM00130.00;Bibiani;;;;Mine;Gold;Gold;Open pit;;;;;;;Ghana;GHA;GHA.10_1;GHA.10.4_1;;;det_1060;;;;;;
-81.64689885;38.00237809;COM00131.00;Big Mountain;Big Mountain/White's Branch;;;Mine;Coal;Coal, Thermal coal;Underground;;2012;;;;;United States of America;USA;USA.49_1;USA.49.3_1;;;det_1397;;;;;;
-106.6100393;45.81267748;COM00132.00;Big Sky;;;;Mine;Coal;Thermal coal;;;2003;;;;;United States of America;USA;USA.27_1;USA.27.44_1;;;det_1396;;;;;;
-112.1493862;40.52216843;COM00133.00;Bingham Canyon;;;;Mine;Copper;Copper, Gold, Molybdenum, Silver;;;;;;;;United States of America;USA;USA.45_1;USA.45.18_1;;;det_1065;;;;;;
117.4620424;2.09658142;COM00134.00;Binungan;;;;Mine;Coal;Coal;Open pit;;;;;;;Indonesia;IDN;IDN.15_1;IDN.15.2_1;IDN.15.2.8_1;IDN.15.2.8.2_1 ;;;;;;;
117.379738;1.978343573;COM00134.00;Binungan;;;;Mine;Coal;Coal;Open pit;;;;;;;Indonesia;IDN;IDN.15_1;IDN.15.2_1;IDN.15.2.8_1;IDN.15.2.8.2_1 ;;;;;;;
117.4575114;2.035267001;COM00134.00;Binungan;;;;Mine;Coal;Coal;Open pit;;;;;;;Indonesia;IDN;IDN.15_1;IDN.15.2_1;IDN.15.2.8_1;IDN.15.2.8.2_1 ;;;;;;;
-80.6429365;38.4699767;COM00135.00;Birch River;Eastern;;;Mine;Coal;Coal;Surface;;2012;;;;;United States of America;USA;USA.49_1;USA.49.51_1;;;det_1406;;;;;;
-97.927212;55.70156053;COM00136.00;Birchtree;;;;Mine;Nickel;Nickel;;;;;;;;Canada;CAN;CAN.3_1;CAN.3.14_1;CAN.3.14.11_1;;det_1159;;;;;;
-87.07049763;39.0293032;COM00137.00;Birdwell/Miller Creek;Miller Creek;;;Mine;Coal;Thermal coal;Surface;;;;;;;United States of America;USA;USA.15_1;USA.15.28_1;;;det_1392;;;;;;
-110.3520957;36.47586965;COM00138.00;Black Mesa;;;;Mine;Coal;Thermal coal;;;2005;;;;;United States of America;USA;USA.3_1;USA.3.10_1;;;det_1394;;;;;;
18.80291212;-29.25985101;COM00139.00;Black Mountain;;;;Mine;Other (poly)-metallic;Zinc, Lead, Silver, Copper;Open pit, Underground;1980;;;;;;South Africa;ZAF;ZAF.8_1;ZAF.8.3_1;ZAF.8.3.4_1;ZAF.8.3.4.4_1;det_1108;;;;;;
22.83369898;-27.13277744;COM00140.00;Black Rock;Nchwaning and Gloria;;;Mine;Other (poly)-metallic;Manganese;Underground;;;;;;;South Africa;ZAF;ZAF.8_1;ZAF.8.2_1;ZAF.8.2.3_1;ZAF.8.2.3.10_1;det_1265;;;;;;
-105.3089097;43.65823313;COM00141.00;Black Thunder;;;;Mine;Coal;Thermal coal;Surface;;;;;;;United States of America;USA;USA.51_1;USA.51.3_1;;;det_1399;;;;;;
-80.292852;39.71119073;COM00142.00;Blacksville;Blacksville #2;;;Mine;Coal;Thermal coal, Metallurgical coal;Underground;1970;;;;;;United States of America;USA;USA.49_1;USA.49.31_1;;;det_1419;;;;;;
148.8003546;-23.68687117;COM00143.00;Blackwater;;;;Mine;Coal;Metallurgical bituminous coal;Open pit;1967;;;;;;Australia;AUS;AUS.7_1;AUS.7.16_1;;;det_1135;;;;;;
147.5475254;-22.69703049;COM00144.00;Blair Athol;;;;Mine;Coal;Thermal coal;;;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1070;;;;;;
-67.29734808;52.85124673;COM00146.00;Bloom Lake;;;;Mine;Iron;Iron, Iron ore pellets;Open pit;2010;;;;;;Canada;CAN;CAN.11_1;CAN.11.94_1;CAN.11.94.2_1;;det_1234;;;;;;
-45.58886822;-20.31464453;COM00149.00;Bocaina;Arcos;;;Mine;Other mine;Limestone, Dolomite;Open pit;;;;;;;Brazil;BRA;BRA.13_1;BRA.13.45_1;BRA.13.45.1_1;;det_1222;;;;;;
81.1867976;22.41586873;COM00150.00;Bodai-Daldali;;;;Mine;Aluminium;Bauxite, Alumina;Open pit;2004;;;;;6.3;India;IND;IND.7_1;IND.7.14_1;IND.7.14.1_1;;det_1307;;;;;;
116.3826454;-32.76360987;COM00151.00;Boddington;;;;Mine;Gold;Gold, Copper;Open pit;2009;;;;;;Australia;AUS;AUS.11_1;AUS.11.9_1;;;det_1003;not to be mistaken for the Worsley bauxite mine, which is near the town Boddington;;;;;
-14.0391615;10.18082543;COM00152.00;Boffa;;;;Mine;Other mine;Bauxite;Open pit;;;;;;;Guinea;GIN;GIN.1_1;GIN.1.1_1;GIN.1.1.1_1;;det_1274;;;;;;
75.42696244;51.65081402;COM00153.00;Bogatyr;;;;Mine;Coal;Coal;;;;;;;;Kazakhstan;KAZ;KAZ.8_1;KAZ.8.4_1;;;det_1277;;;;;;
150.1713233;-30.61059637;COM00154.00;Boggabri;;;;Mine;Coal;Semi-soft coking coal;Open cut;2006;;;;;;Australia;AUS;AUS.5_1;AUS.5.97_1;;;det_1543;;;;;;
60.18047158;59.78126504;COM00155.00;Bogoslovsk;Bogoslovsk Alumina Refinery, Bogoslovsk Aluminium Smelter;;;Refinery, Smelter;Processing;Alumina, Aluminium trihydrate oxide sand, Soda-sulphate silicate rocks, Aluminium;Bayer process plant;1943;;;;;;Russian Federation;RUS;RUS.66_1;RUS.66.23_1;RUS.66.23.1_1;;det_1289;;;;;;
29.8816152;-24.29279187;COM00156.00;Bokoni;;;;Mine;Other mine;Platinum;;;;;;;;South Africa;ZAF;ZAF.5_1;ZAF.5.3_1;ZAF.5.3.3_1;ZAF.5.3.3.4_1;det_1105;;;;;;
-107.9893017;27.09432879;COM00157.00;Bolivar;;;;Mine;Copper;Copper, Zinc, Silver, Gold;Underground;;;;;;68;Mexico;MEX;MEX.6_1;MEX.6.64_1;;;det_1385;;;;;;
87.33074956;53.9117879;COM00158.00;Bolshevik;;;;Mine;Coal;Coking coal;;;;;;;;Russian Federation;RUS;RUS.27_1;RUS.27.20_1;RUS.27.20.1_1;;det_1561;;;;;;
-5.369627157;6.222222947;COM00159.00;Bonikro;;;;Mine;Gold;Gold, Silver;Open pit;;;;;;;Cote d'Ivoire;CIV;CIV.5_1;CIV.5.1_1;CIV.5.1.2_1;CIV.5.1.2.2_1;det_1096;;;;;;
29.1726923;-26.71100889;COM00160.00;Bosjesspruit;;;;Mine;Coal;Coal;Underground;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.2_1;ZAF.6.2.4_1;ZAF.6.2.4.15_1;det_1581;Part of Sasol Secunda Synfuels Complex;;;;;
33.82533388;59.46176037;COM00161.00;Boxitogorsk Alumina Refinery;;;;Refinery;Processing;Alumina, Corundum products;;1938;;;;;;Russian Federation;RUS;RUS.38_1;RUS.38.2_1;RUS.38.2.1_1;;det_1291;;;;;;
151.3384836;-23.92474845;COM00162.00;Boyne Island;;;;Smelter;Processing;Aluminium;;;;;;;;Australia;AUS;AUS.7_1;AUS.7.27_1;;;det_1065;;;;;;
74.2913709;51.84698773;COM00163.00;Bozshakol;;;;Mine;Copper;Gold, Copper, Silver;Open pit;2015;;;;;;Kazakhstan;KAZ;KAZ.8_1;KAZ.8.4_1;;;det_1117;;;;;;
71.06463684;41.2586841;COM00164.00;Bozymchak;;;;Mine;Copper;Copper, Gold, Silver;Open pit;2014;;;;;;Kyrgyzstan;KGZ;KGZ.4_1;KGZ.4.2_1;;;det_1119;;;;;;
-77.6944972;49.68841883;COM00165.00;Bracemac-McLeod;Matagami, Matagami/Perseverance, Perseverance;;;Mine;Zinc;Zinc, Lead, Copper;;;;;;;;Canada;CAN;CAN.11_1;CAN.11.84_1;CAN.11.84.6_1;;det_1183;;;;;;
29.14568436;-26.58924585;COM00166.00;Brandspruit;;;;Mine;Coal;Coal;Underground;;2020;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.2_1;ZAF.6.2.3_1;ZAF.6.2.3.2_1;det_1581;Part of Sasol Secunda Synfuels Complex;;;;;
101.4507966;56.12805696;COM00167.00;Bratsk Aluminium Smelter;;;;Smelter;Processing;Aluminium, Aluminium slabs, Aluminium ingots, Aluminium T-bars, electrical wire rod;;;;;;;;Russian Federation;RUS;RUS.18_1;RUS.18.10_1;RUS.18.10.1_1;;det_1292;;;;;;
-73.669896;-15.07650747;COM00168.00;Breapampa;;;;Mine;Gold;Gold, Silver;;2012;2015;;;;;Peru;PER;PER.5_1;PER.5.7_1;PER.5.7.1_1;;det_1342;;;;;;
148.172607;-21.85436097;COM00169.00;Broadlea;;;;Mine;Coal;Thermal coal, Metallurgical coal;Open pit;;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1161;;;;;;
147.9809779;-21.82345226;COM00170.00;Broadmeadow;;;;Mine;Other mine;Metallurgical bituminous coal;Underground;2005;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1135;;;;;;
131.415973;-13.46655697;COM00171.00;Brocks Creek;;;;Mine;Other mine;Gold;;;2000;;;;;Australia;AUS;AUS.6_1;AUS.6.14_1;;;det_1063;;;;;;
141.4578269;-31.97708787;COM00172.00;Broken Hill;;;;Mine;Silver;Silver, Lead, Zinc;;;;;;;;Australia;AUS;AUS.5_1;AUS.5.22_1;;;det_1480;;;;;;
27.0999112;-25.46512667;COM00173.00;BRPM;;;;Mine;Other mine;Platinum;;;;;;;;South Africa;ZAF;ZAF.7_1;ZAF.7.1_1;ZAF.7.1.5_1;ZAF.7.1.5.1_1;det_1105;;;;;;
-65.89047894;47.47133143;COM00174.00;Brunswick;;;;Mine;Zinc;Zinc, Lead, Copper, Silver;;;;;;;;Canada;CAN;CAN.4_1;CAN.4.4_1;CAN.4.4.3_1;;det_1180;;;;;;
86.86705157;54.33161198;COM00175.00;Bryansky;;;;Mine;Coal;Coal;Open pit;;;;;;;Russian Federation;RUS;RUS.27_1;RUS.27.3_1;RUS.27.3.1_1;;det_1573;;;;;;
-81.89824862;37.21316915;COM00176.00;Buchanan;;;;Mine;Coal;Bituminous coal;Underground;1983;;;;;;United States of America;USA;USA.47_1;USA.47.17_1;;;det_1416;;;;;;
-82.0684075;39.57860343;COM00177.00;Buckingham;;;;Mine;Coal;Bituminous coal;;2007;;;;;;United States of America;USA;USA.36_1;USA.36.65_1;;;det_1427;;;;;;
-110.3170013;30.98539543;COM00178.00;Buenavista;Cananea, Buenavista del Cobre;;;Mine;Copper;Copper, Molybdenum, Copper Cathode, Silver;Open pit, SX-EW plant;1899;;;;;;Mexico;MEX;MEX.26_1;MEX.26.18_1;;;det_1014;;;;;;
151.0966137;-32.6744133;COM00179.00;Bulga;;;;Mine;Coal;Metallurgical coal, Thermal coal;;;;;;;;Australia;AUS;AUS.5_1;AUS.5.118_1;;;det_1184;;;;;;
32.4836792;-3.228688474;COM00180.00;Bulyanhulu;;;;Mine;Gold;Gold, Copper;Underground, CIL Circuit;;;;;;;Tanzania;TZA;TZA.23_1;TZA.23.2_1;TZA.23.2.5_1;;det_1132;;;;;;
121.488422;-31.37509126;COM00181.00;Burbanks;;;;Mine;Gold;Gold;Underground;;2015;;;;;Australia;AUS;AUS.11_1;AUS.11.28_1;;;det_1496;;;;;;
-87.11624469;41.62229607;COM00182.00;Burns Harbor;;;;Smelter, Refinery;Processing;Steel, hot-rolled sheet, cold-rolled sheet, hot dip galvanized sheet, steel plates;Coke plant, sinter plant, blast furnace, basic oxygen furnace, slab casters, hot strip mill, tandem mill, temper mill, hot dip galvanizing line;;;;;;;United States of America;USA;USA.15_1;USA.15.65_1;;;det_1219;;;;;;
28.67200304;-26.65160558;COM00183.00;Burnstone;;;;Mine;Other mine;Gold;;;;;;;;South Africa;ZAF;ZAF.6_1;ZAF.6.2_1;ZAF.6.2.2_1;ZAF.6.2.2.2_1;det_1092;;;;;;
148.2074586;-21.62727536;COM00184.00;Burton;;;;Mine;Coal;Thermal coal, Metallurgical coal;Surface;;2016;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1391;;;;;;
60.97860211;50.82979988;COM00185.00;Buruktal;;;;Mine;Nickel;Nickel;;;;;;;;Russian Federation;RUS;RUS.53_1;RUS.53.40_1;RUS.53.40.1_1;;det_1564;;;;;;
32.6710224;-3.863997674;COM00186.00;Buzwagi;;;;Mine;Gold;Gold, Copper;Open Pit;;;;;;;Tanzania;TZA;TZA.23_1;TZA.23.1_1;TZA.23.1.13_1;;det_1132;;;;;;
28.66696369;-13.01905045;COM00187.00;Bwana;Bwana Mkubwa;;;Refinery;Processing;Copper cathode;SX-EW Facility;;;;;;;Zambia;ZMB;ZMB.2_1;ZMB.2.10_1;;;det_1131;Processed Ore from Lonshi Mine by leaching;;;;;
118.5504207;51.51211825;COM00188.00;Bystrinsky GOK;GRK Bystrinkoye;;;Mine;Copper;Copper, Iron, Gold;Open pit;2018;;;;;;Russian Federation;RUS;RUS.83_1;RUS.83.12_1;RUS.83.12.1_1;;det_1201;;;;;;
-105.3391889;44.11592293;COM00189.00;Caballo;;;;Mine;Coal;Thermal coal;Surface;;;;;;;United States of America;USA;USA.51_1;USA.51.3_1;;;det_1390;;;;;;
148.9965603;-33.45796017;COM00190.00;Cadia;;;;Mine;Gold;Gold, Copper, Silver;Underground, Open pit;;;;;;;Australia;AUS;AUS.5_1;AUS.5.14_1 ;;;;;;;;;
148.9764412;-33.43532813;COM00190.00;Cadia;;;;Mine;Gold;Gold, Copper, Silver;Underground, Open pit;;;;;;;Australia;AUS;AUS.5_1;AUS.5.14_1 ;;;;;;;;;
149.0035945;-33.47377094;COM00190.00;Cadia;;;;Mine;Gold;Gold, Copper, Silver;Underground, Open pit;;;;;;;Australia;AUS;AUS.5_1;AUS.5.14_1 ;;;;;;;;;
-81.04136412;40.27219432;COM00191.00;Cadiz;;;;Mine;Coal;Bituminous coal;Surface;2000;;;;;;United States of America;USA;USA.36_1;USA.36.34_1;;;det_1431;;;;;;
125.6682578;10.16342125;COM00192.00;Cagdianao;;;;Mine;Other (poly)-metallic;Nickel;;;;;;;;Philippines;PHL;PHL.30_1;PHL.30.2_1;PHL.30.2.5_1;;det_1445;;;;;;
135.115711;-29.29805822;COM00193.00;Cairn Hill;;;;Mine;Iron;Iron ore;;;;;;;;Australia;AUS;AUS.8_1;AUS.8.61_1;;;det_1484;;;;;;
-48.12869542;-24.70970102;COM00194.00;Cajati;;;;Mine;Other mine;Phosphate;Open pit;;;;;;;Brazil;BRA;BRA.25_1;BRA.25.104_1;BRA.25.104.1_1;;det_1161;;;;;;
150.6262265;-24.32377041;COM00195.00;Callide;;;;Mine;Coal;Thermal coal;;;;;;;;Australia;AUS;AUS.7_1;AUS.7.3_1;;;det_1114;;;;;;
-78.1316615;48.11182403;COM00196.00;Canadian Malartic;;;;Mine;Gold;Gold, Silver;Open pit;;;;;;;Canada;CAN;CAN.11_1;CAN.11.98_1;CAN.11.98.8_1;;det_1212;;;;;;
-70.2855834;-27.51539227;COM00197.00;Candelaria;;;;Mine;Copper;Copper, Gold, Silver;Open pit;1993;;;;54.22846;;Chile;CHL;CHL.5_1;CHL.5.2_1;CHL.5.2.2_1;;det_1168;;;;;;
140.9069551;-21.85591487;COM00198.00;Cannington;;;;Mine;Silver;Silver, Lead, Zinc;Underground;;;;;;;Australia;AUS;AUS.7_1;AUS.7.43_1;;;det_1147;;;;;;
-73.12588544;-36.75030129;COM00199.00;CAP Acero;Compañía Siderúrgica Huachipato S.A., CSH,  CAP Talcahuano Steel plant;;;Smelter, Refinery;Processing;Crude steel, rolled slabs, rolled plates;Blast furnace, steel mill;;;;;;;Chile;CHL;CHL.6_1;CHL.6.3_1;CHL.6.3.8_1;;det_1370;;;;;;
-71.24897894;-28.48241672;COM00200.00;CAP Huasco Pellet Plant;;;;Refinery;Processing;Iron ore pellets;Pelletizing plant;1987;;;;;;Chile;CHL;CHL.5_1;CHL.5.3_1;CHL.5.3.3_1;;det_1369;;;;;;
148.5563714;-22.92631518;COM00201.00;Capcoal;;;;Mine;Coal;Metallurgical coal, Thermal coal;;;;;;;;Australia;AUS;AUS.7_1;AUS.7.16_1 ;;;;;;;;;
148.5787942;-22.98848801;COM00201.00;Capcoal;;;;Mine;Coal;Metallurgical coal, Thermal coal;;;;;;;;Australia;AUS;AUS.7_1;AUS.7.16_1 ;;;;;;;;;
-72.2731658;11.04155217;COM00202.00;Carbones del Guasare;;;;Mine;Coal;Coal;;;;;;;;Venezuela;VEN;VEN.25_1;VEN.25.13_1;;;det_1113;;;;;;
148.2080199;-21.95126492;COM00203.00;Carborough Downs;;;;Mine;Coal;Metallurgical coal;;;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1162;;;;;;
-117.3070335;52.93275833;COM00204.00;Cardinal River;;;;Mine;Coal;Coal;Surface;;;;;;;Canada;CAN;CAN.1_1;CAN.1.5_1;CAN.1.5.4_1;;det_1423;;;;;;
-116.1851272;40.78311991;COM00205.00;Carlin;;;;Mine;Gold;Gold;Open pit, Underground, grinding circuit, roasting circuit, carbon-in leach circuit;1983;;;;;;United States of America;USA;USA.29_1;USA.29.5_1 ;;;;;;;;;
-116.0087025;40.61166153;COM00205.00;Carlin;;;;Mine;Gold;Gold;Open pit, Underground, grinding circuit, roasting circuit, carbon-in leach circuit;1983;;;;;;United States of America;USA;USA.29_1;USA.29.5_1 ;;;;;;;;;
-116.4253283;41.07130514;COM00205.00;Carlin;;;;Mine;Gold;Gold;Open pit, Underground, grinding circuit, roasting circuit, carbon-in leach circuit;1983;;;;;;United States of America;USA;USA.29_1;USA.29.5_1 ;;;;;;;;;
-116.293031;40.90308321;COM00205.00;Carlin;;;;Mine;Gold;Gold;Open pit, Underground, grinding circuit, roasting circuit, carbon-in leach circuit;1983;;;;;;United States of America;USA;USA.29_1;USA.29.5_1 ;;;;;;;;;
-116.3128547;40.91833949;COM00205.00;Carlin;;;;Mine;Gold;Gold;Open pit, Underground, grinding circuit, roasting circuit, carbon-in leach circuit;1983;;;;;;United States of America;USA;USA.29_1;USA.29.5_1 ;;;;;;;;;
-110.98956;33.38477683;COM00206.00;Carlota;;;;Mine;Copper;Copper;Open pit;;;;;;;United States of America;USA;USA.3_1;USA.3.4_1;;;det_1199;;;;;;
-71.0862898;-30.25671647;COM00207.00;Carmen de Andacollo;;;;Mine;Copper;Copper, Gold;Open pit;;;;;;;Chile;CHL;CHL.7_1;CHL.7.2_1;CHL.7.2.2_1;;det_1082;;;;;;
122.3509579;-30.15357187;COM00208.00;Carosue Dam;CDO;;;Mine;Gold;Gold;;2010;;;;;;Australia;AUS;AUS.11_1;AUS.11.61_1;;;det_1499;;;;;;
137.4921646;-31.23988567;COM00209.00;Carrapateena;;;;Mine;Other mine;Copper, Gold;Underground;2019;;;;;;Australia;AUS;AUS.8_1;AUS.8.61_1;;;det_1453;;;;;;
-43.8962378;-20.48611307;COM00210.00;Casa de Pedra;;;;Mine;Iron;Iron;Open pit;1913;;;;;;Brazil;BRA;BRA.13_1;BRA.13.202_1;BRA.13.202.2_1;;det_1222;;;;;;
-69.6300087;-31.21080357;COM00211.00;Casposo;;;;Mine;Gold;Gold, Silver;Underground, Open pit;;;;;;;Argentina;ARG;ARG.18_1;ARG.18.3_1;;;det_1465;;;;;;
-47.80056937;-18.14604787;COM00212.00;Catalao;;;;Mine;Other (poly)-metallic;Niobium;;;;;;;;Brazil;BRA;BRA.9_1;BRA.9.168_1;BRA.9.168.1_1;;det_1111;;;;;;
-47.88082529;-18.16411497;COM00213.00;Catalao Phosphate;;;;Mine, Refinery;Other mine;Phosphate;Open pit;;;;;;;Brazil;BRA;BRA.9_1;BRA.9.59_1;BRA.9.59.1_1;;det_1161;;;;;;
30.61810683;-29.71635049;COM00214.00;Cato Ridge;Cato Ridge Works;;;Smelter;Processing;Ferromanganese;;;;;;;;South Africa;ZAF;ZAF.4_1;ZAF.4.2_1;ZAF.4.2.1_1;ZAF.4.2.1.1_1;det_1265;;;;;;
148.0584325;-22.15664037;COM00215.00;Caval Ridge;;;;Mine;Coal;Metallurgical bituminous coal;Open pit;2014;;;;;;Australia;AUS;AUS.7_1;AUS.7.34_1;;;det_1135;;;;;;
40.7650358;41.03948633;COM00216.00;Cayeli;;;;Mine;Copper;Copper, Zinc;;;;;;;;Turkey;TUR;TUR.65_1;TUR.65.3_1;;;det_1089;;;;;;
